1.866008771929824617e+00
2.772073251876432831e+00
3.679336545781589862e+00
4.562517711104430163e+00
5.458527532787785574e+00
6.352902460214195024e+00
7.286018465161885338e+00
8.147541395137734455e+00
9.048838650354539936e+00
9.957571496365396513e+00
1.084177030749113513e+01
1.171615200562404802e+01
1.253990437655307133e+01
1.336345427184382118e+01
1.416797418497201200e+01
1.501365324877344598e+01
1.579010453040807249e+01
1.677107272592482801e+01
1.770573899371069260e+01
